"","Study_ID","Population_homogenized","Intervention_R2","Comparator","Outcome_indicator","Class"
"656","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Omnivorous"
"657","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Autumn breeder"
"658","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Spring breeder"
"659","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Macropterous"
"660","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Dimorphic"
"661","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Brachypterous"
"662","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Body size",NA
"663","s_167","Beetles","Organic agriculture","Conventional agriculture","Activity-density",NA
"664","s_167","Beetles","Organic agriculture","Conventional agriculture","Specific richness",NA
"665","s_167","Beetles","Organic agriculture","Conventional agriculture","Pielou’s evenness index",NA
"666","s_167","Beetles","Organic agriculture","Conventional agriculture","Functional richness (Fric)",NA
"667","s_167","Beetles","Organic agriculture","Conventional agriculture","Functional evenness (Feve)",NA
"668","s_167","Beetles","Organic agriculture","Conventional agriculture","Functional divergence (FDiv)",NA
"669","s_167","Beetles","Organic agriculture","Conventional agriculture","Functional dispersion (FDis)",NA
"670","s_167","Beetles","Organic agriculture","Conventional agriculture","Functional redundancy",NA
"671","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Carnivorous"
"672","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Phytophageous"
"673","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Omnivorous"
"674","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Autumn breeder"
"675","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Spring breeder"
"676","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Macropterous"
"677","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Dimorphic"
"678","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Brachypterous"
"679","s_167","Beetles","Organic agriculture","Conventional agriculture","Body size",NA
"680","s_167","Beetles","Landscape complexity","Simplificated landscape","Number of individuals","Mycetophagous"
"681","s_167","Beetles","Crop diversification","Low proportion of ley in the landscape","Number of individuals","Mycetophagous"
"682","s_167","Beetles","Organic agriculture","Conventional agriculture","Number of individuals","Mycetophagous"
"683","s_167",NA,"Crop diversification","Low proportion of ley in the landscape","Activity-density",NA
"684","s_167",NA,"Crop diversification","Low proportion of ley in the landscape","Pielou’s evenness index",NA
"685","s_167",NA,"Landscape complexity","Simplificated landscape","Pielou’s evenness index",NA
"686","s_167","Macroinvertebrates",NA,NA,"NMDS",NA
