"","Study_ID","Comparative_study_code","Intervention_R2","Population_homogenized","Trait_group","Outcome_type_R1"
"662","s_130","Ernst_2009_23","Tillage management","Earthworms","Morphological","Functional"
"663","s_130","Ernst_2009_24","Tillage management","Earthworms","Morphological","Functional"
"664","s_130","Ernst_2009_25","Tillage management","Earthworms",NA,"Functional"
"665","s_130","Ernst_2009_26","Tillage management","Earthworms",NA,"Functional"
"666","s_130","Ernst_2009_27","Tillage management","Earthworms",NA,"Functional"
"667","s_130","Ernst_2009_28","Tillage management","Earthworms",NA,"Functional"
"668","s_130","Ernst_2009_29","Tillage management","Earthworms","Morphological","Functional"
"669","s_130","Ernst_2009_30","Tillage management","Earthworms","Morphological","Functional"
"670","s_130","Ernst_2009_31","Tillage management","Earthworms","Morphological","Functional"
"671","s_130","Ernst_2009_32","Tillage management","Earthworms","Morphological","Functional"
"672","s_131","Büchs_1997_112","Combined practices","Spiders","Morphological","Functional"
"673","s_131","Büchs_1997_113","Combined practices","Spiders","Morphological","Functional"
"674","s_131","Büchs_1997_114","Combined practices","Spiders","Morphological","Functional"
"675","s_131","Büchs_1997_115","Combined practices","Spiders","Morphological","Functional"
"676","s_131","Büchs_1997_116","Combined practices","Spiders","Morphological","Functional"
"677","s_131","Büchs_1997_117","Combined practices","Spiders","Morphological","Functional"
"678","s_131","Büchs_1997_118","Combined practices","Spiders","Morphological","Functional"
"679","s_131","Büchs_1997_119","Combined practices","Spiders","Morphological","Functional"
"680","s_131","Büchs_1997_120","Combined practices","Spiders","Morphological","Functional"
"681","s_131","Büchs_1997_121","Combined practices","Beetles","Morphological","Functional"
"682","s_131","Büchs_1997_122","Combined practices","Beetles","Morphological","Functional"
"683","s_131","Büchs_1997_123","Combined practices","Beetles","Morphological","Functional"
"684","s_131","Büchs_1997_124","Combined practices","Beetles","Morphological","Functional"
"685","s_131","Büchs_1997_125","Combined practices","Beetles","Morphological","Functional"
"686","s_131","Büchs_1997_126","Combined practices","Beetles","Morphological","Functional"
"687","s_131","Büchs_1997_127","Combined practices","Beetles","Morphological","Functional"
"688","s_131","Büchs_1997_128","Combined practices","Beetles","Morphological","Functional"
"689","s_131","Büchs_1997_129","Combined practices","Beetles","Morphological","Functional"
"690","s_131","Büchs_1997_154","Combined practices","Spiders","Ecological preference","Functional"
"691","s_131","Büchs_1997_155","Combined practices","Spiders","Ecological preference","Functional"
"692","s_131","Büchs_1997_156","Combined practices","Spiders","Ecological preference","Functional"
"693","s_131","Büchs_1997_157","Combined practices","Spiders","Ecological preference","Functional"
"694","s_131","Büchs_1997_158","Combined practices","Spiders","Ecological preference","Functional"
"695","s_131","Büchs_1997_159","Combined practices","Spiders","Ecological preference","Functional"
"696","s_131","Büchs_1997_160","Combined practices","Spiders","Ecological preference","Functional"
"697","s_131","Büchs_1997_161","Combined practices","Spiders","Ecological preference","Functional"
"698","s_131","Büchs_1997_162","Combined practices","Spiders","Ecological preference","Functional"
"699","s_131","Büchs_1997_248","Combined practices","Spiders","Behavioral","Functional"
"700","s_131","Büchs_1997_249","Combined practices","Spiders","Behavioral","Functional"
"701","s_131","Büchs_1997_250","Combined practices","Spiders","Behavioral","Functional"
"702","s_131","Büchs_1997_251","Combined practices","Spiders","Behavioral","Functional"
"703","s_131","Büchs_1997_256","Combined practices","Spiders","Morphological","Functional"
"704","s_131","Büchs_1997_257","Combined practices","Spiders","Morphological","Functional"
"705","s_131","Büchs_1997_258","Combined practices","Spiders","Morphological","Functional"
"706","s_131","Büchs_1997_259","Combined practices","Spiders","Morphological","Functional"
"707","s_132_site_1","Hedlund_2003_1","Crop diversification","Earthworms","Morphological","Functional"
"708","s_132_site_1","Hedlund_2003_2","Crop diversification","Earthworms","Morphological","Functional"
"709","s_132_site_2","Hedlund_2003_3","Crop diversification","Earthworms","Morphological","Functional"
"710","s_132_site_2","Hedlund_2003_4","Crop diversification","Earthworms","Morphological","Functional"
"711","s_132_site_3","Hedlund_2003_5","Crop diversification","Earthworms","Morphological","Functional"
"712","s_132_site_3","Hedlund_2003_6","Crop diversification","Earthworms","Morphological","Functional"
"713","s_132_site_4","Hedlund_2003_7","Crop diversification","Earthworms","Morphological","Functional"
"714","s_132_site_4","Hedlund_2003_8","Crop diversification","Earthworms","Morphological","Functional"
"715","s_141","Zida_2011_3","Crop diversification","Termites","Morphological","Functional"
"716","s_141","Zida_2011_4","Crop diversification","Termites","Morphological","Functional"
"717","s_141","Zida_2011_7","Crop diversification","Earthworms","Morphological","Functional"
"718","s_141","Zida_2011_8","Crop diversification","Earthworms","Morphological","Functional"
"719","s_141","Zida_2011_13","Fertilisers and amendments","Termites","Morphological","Functional"
"720","s_141","Zida_2011_14","Fertilisers and amendments","Termites","Morphological","Functional"
"721","s_141","Zida_2011_15","Fertilisers and amendments","Termites","Morphological","Functional"
"722","s_141","Zida_2011_16","Fertilisers and amendments","Termites","Morphological","Functional"
"723","s_141","Zida_2011_21","Fertilisers and amendments","Earthworms","Morphological","Functional"
"724","s_141","Zida_2011_22","Fertilisers and amendments","Earthworms","Morphological","Functional"
"725","s_141","Zida_2011_23","Fertilisers and amendments","Earthworms","Morphological","Functional"
"726","s_141","Zida_2011_24","Fertilisers and amendments","Earthworms","Morphological","Functional"
"727","s_141","Zida_2011_26","Fertilisers and amendments","Termites","Morphological","Functional"
"728","s_141","Zida_2011_28","Fertilisers and amendments","Termites","Morphological","Functional"
"729","s_141","Zida_2011_30","Fertilisers and amendments","Termites","Morphological","Functional"
"730","s_141","Zida_2011_32","Fertilisers and amendments","Earthworms","Morphological","Functional"
"731","s_141","Zida_2011_34","Fertilisers and amendments","Earthworms","Morphological","Functional"
"732","s_141","Zida_2011_36","Fertilisers and amendments","Earthworms","Morphological","Functional"
"733","s_141","Zida_2011_38","Tillage management","Termites","Morphological","Functional"
"734","s_141","Zida_2011_40","Tillage management","Earthworms","Morphological","Functional"
"735","s_142","Barros_2003_73","Agroforestry","Mollusks","Morphological","Functional"
"736","s_142","Barros_2003_74","Agroforestry","Mollusks","Morphological","Functional"
"737","s_142","Barros_2003_75","Agroforestry","Mollusks","Morphological","Functional"
"738","s_142","Barros_2003_76","Agroforestry","Mollusks","Morphological","Functional"
"739","s_142","Barros_2003_77","Agroforestry","Earthworms","Morphological","Functional"
"740","s_142","Barros_2003_78","Agroforestry","Earthworms","Morphological","Functional"
"741","s_142","Barros_2003_79","Agroforestry","Earthworms","Morphological","Functional"
"742","s_142","Barros_2003_80","Agroforestry","Earthworms","Morphological","Functional"
"743","s_142","Barros_2003_81","Agroforestry","Woodlice","Morphological","Functional"
"744","s_142","Barros_2003_82","Agroforestry","Woodlice","Morphological","Functional"
"745","s_142","Barros_2003_83","Agroforestry","Woodlice","Morphological","Functional"
"746","s_142","Barros_2003_84","Agroforestry","Woodlice","Morphological","Functional"
"747","s_142","Barros_2003_85","Agroforestry","Spiders","Morphological","Functional"
"748","s_142","Barros_2003_86","Agroforestry","Spiders","Morphological","Functional"
"749","s_142","Barros_2003_87","Agroforestry","Spiders","Morphological","Functional"
"750","s_142","Barros_2003_88","Agroforestry","Spiders","Morphological","Functional"
"751","s_142","Barros_2003_89","Agroforestry","Millipedes","Morphological","Functional"
"752","s_142","Barros_2003_90","Agroforestry","Millipedes","Morphological","Functional"
"753","s_142","Barros_2003_91","Agroforestry","Millipedes","Morphological","Functional"
"754","s_142","Barros_2003_92","Agroforestry","Millipedes","Morphological","Functional"
"755","s_142","Barros_2003_93","Agroforestry","Millipedes","Morphological","Functional"
"756","s_142","Barros_2003_94","Agroforestry","Millipedes","Morphological","Functional"
"757","s_142","Barros_2003_95","Agroforestry","Millipedes","Morphological","Functional"
"758","s_142","Barros_2003_96","Agroforestry","Millipedes","Morphological","Functional"
"759","s_142","Barros_2003_97","Agroforestry","Other insects","Morphological","Functional"
"760","s_142","Barros_2003_98","Agroforestry","Other insects","Morphological","Functional"
"761","s_142","Barros_2003_99","Agroforestry","Other insects","Morphological","Functional"
"762","s_142","Barros_2003_100","Agroforestry","Other insects","Morphological","Functional"
"763","s_142","Barros_2003_101","Agroforestry","Other insects","Morphological","Functional"
"764","s_142","Barros_2003_102","Agroforestry","Other insects","Morphological","Functional"
"765","s_142","Barros_2003_103","Agroforestry","Other insects","Morphological","Functional"
"766","s_142","Barros_2003_104","Agroforestry","Other insects","Morphological","Functional"
"767","s_142","Barros_2003_105","Agroforestry","Beetles","Morphological","Functional"
"768","s_142","Barros_2003_106","Agroforestry","Beetles","Morphological","Functional"
"769","s_142","Barros_2003_107","Agroforestry","Beetles","Morphological","Functional"
"770","s_142","Barros_2003_108","Agroforestry","Beetles","Morphological","Functional"
"771","s_142","Barros_2003_109","Agroforestry","Other insects","Morphological","Functional"
"772","s_142","Barros_2003_110","Agroforestry","Other insects","Morphological","Functional"
"773","s_142","Barros_2003_111","Agroforestry","Other insects","Morphological","Functional"
"774","s_142","Barros_2003_112","Agroforestry","Other insects","Morphological","Functional"
"775","s_142","Barros_2003_113","Agroforestry","Termites","Morphological","Functional"
"776","s_142","Barros_2003_114","Agroforestry","Termites","Morphological","Functional"
"777","s_142","Barros_2003_115","Agroforestry","Termites","Morphological","Functional"
"778","s_142","Barros_2003_116","Agroforestry","Termites","Morphological","Functional"
"779","s_142","Barros_2003_117","Agroforestry","Other insects","Morphological","Functional"
"780","s_142","Barros_2003_118","Agroforestry","Other insects","Morphological","Functional"
"781","s_142","Barros_2003_119","Agroforestry","Other insects","Morphological","Functional"
"782","s_142","Barros_2003_120","Agroforestry","Other insects","Morphological","Functional"
"783","s_142","Barros_2003_121","Agroforestry","Other insects","Morphological","Functional"
"784","s_142","Barros_2003_122","Agroforestry","Other insects","Morphological","Functional"
"785","s_142","Barros_2003_123","Agroforestry","Other insects","Morphological","Functional"
"786","s_142","Barros_2003_124","Agroforestry","Other insects","Morphological","Functional"
"787","s_142","Barros_2003_125","Agroforestry","Millipedes","Morphological","Functional"
"788","s_142","Barros_2003_126","Agroforestry","Millipedes","Morphological","Functional"
"789","s_142","Barros_2003_127","Agroforestry","Millipedes","Morphological","Functional"
"790","s_142","Barros_2003_128","Agroforestry","Millipedes","Morphological","Functional"
"791","s_142","Barros_2003_129","Agroforestry","Other insects","Morphological","Functional"
"792","s_142","Barros_2003_130","Agroforestry","Other insects","Morphological","Functional"
"793","s_142","Barros_2003_131","Agroforestry","Other insects","Morphological","Functional"
"794","s_142","Barros_2003_132","Agroforestry","Other insects","Morphological","Functional"
"795","s_142","Barros_2003_133","Agroforestry","Other insects","Morphological","Functional"
"796","s_142","Barros_2003_134","Agroforestry","Other insects","Morphological","Functional"
"797","s_142","Barros_2003_135","Agroforestry","Other insects","Morphological","Functional"
"798","s_142","Barros_2003_136","Agroforestry","Other insects","Morphological","Functional"
"799","s_142","Barros_2003_137","Agroforestry","Macroinvertebrates","Morphological","Functional"
"800","s_142","Barros_2003_138","Agroforestry","Macroinvertebrates","Morphological","Functional"
"801","s_142","Barros_2003_139","Agroforestry","Macroinvertebrates","Morphological","Functional"
"802","s_142","Barros_2003_140","Agroforestry","Macroinvertebrates","Morphological","Functional"
"803","s_142","Barros_2003_141","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"804","s_142","Barros_2003_142","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"805","s_142","Barros_2003_143","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"806","s_142","Barros_2003_144","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"807","s_142","Barros_2003_145","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"808","s_142","Barros_2003_146","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"809","s_142","Barros_2003_147","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"810","s_142","Barros_2003_148","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"811","s_142","Barros_2003_149","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"812","s_142","Barros_2003_150","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"813","s_142","Barros_2003_151","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"814","s_142","Barros_2003_152","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"815","s_142","Barros_2003_153","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"816","s_142","Barros_2003_154","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"817","s_142","Barros_2003_155","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"818","s_142","Barros_2003_156","Agroforestry","Macroinvertebrates","Ecological preference","Functional"
"819","s_142","Barros_2003_158","Agroforestry","Macroinvertebrates","Morphological","Functional"
"820","s_142","Barros_2003_161","Agroforestry","Millipedes","Morphological","Functional"
"821","s_142","Barros_2003_163","Agroforestry","Woodlice","Morphological","Functional"
"822","s_142","Barros_2003_165","Agroforestry","Earthworms","Morphological","Functional"
"823","s_142","Barros_2003_167","Agroforestry","Macroinvertebrates","Morphological","Functional"
"824","s_142","Barros_2003_170","Agroforestry","Millipedes","Morphological","Functional"
"825","s_142","Barros_2003_172","Agroforestry","Woodlice","Morphological","Functional"
"826","s_142","Barros_2003_174","Agroforestry","Earthworms","Morphological","Functional"
"827","s_147","Paoletti_1996_1","Landscape complexity","Earthworms","Morphological","Functional"
"828","s_147","Paoletti_1996_2","Landscape complexity","Earthworms","Morphological","Functional"
"829","s_155","Mazzia_2015_92","Pest and disease management","Spiders","Behavioral","Functional"
"830","s_155","Mazzia_2015_93","Pest and disease management","Spiders","Behavioral","Functional"
"831","s_155","Mazzia_2015_94","Pest and disease management","Spiders","Behavioral","Functional"
"832","s_155","Mazzia_2015_95","Pest and disease management","Spiders","Behavioral","Functional"
"833","s_155","Mazzia_2015_96","Pest and disease management","Spiders","Behavioral","Functional"
"834","s_155","Mazzia_2015_97","Pest and disease management","Spiders","Behavioral","Functional"
"835","s_155","Mazzia_2015_98","Pest and disease management","Spiders","Behavioral","Functional"
"836","s_155","Mazzia_2015_99","Pest and disease management","Spiders","Behavioral","Functional"
"837","s_155","Mazzia_2015_100","Pest and disease management","Spiders","Behavioral","Functional"
"838","s_155","Mazzia_2015_101","Pest and disease management","Spiders","Behavioral","Functional"
"839","s_155","Mazzia_2015_102","Pest and disease management","Spiders","Behavioral","Functional"
"840","s_155","Mazzia_2015_103","Pest and disease management","Spiders","Behavioral","Functional"
"841","s_155","Mazzia_2015_104","Pest and disease management","Spiders","Behavioral","Functional"
"842","s_155","Mazzia_2015_105","Pest and disease management","Spiders","Behavioral","Functional"
"843","s_155","Mazzia_2015_106","Pest and disease management","Spiders","Behavioral","Functional"
"844","s_155","Mazzia_2015_107","Pest and disease management","Spiders","Phenological","Functional"
"845","s_155","Mazzia_2015_108","Pest and disease management","Spiders","Phenological","Functional"
"846","s_155","Mazzia_2015_109","Pest and disease management","Spiders","Phenological","Functional"
"847","s_155","Mazzia_2015_110","Pest and disease management","Spiders","Phenological","Functional"
"848","s_155","Mazzia_2015_111","Pest and disease management","Spiders","Phenological","Functional"
"849","s_155","Mazzia_2015_112","Pest and disease management","Spiders","Phenological","Functional"
"850","s_155","Mazzia_2015_113","Pest and disease management","Spiders","Phenological","Functional"
"851","s_155","Mazzia_2015_114","Pest and disease management","Spiders","Phenological","Functional"
"852","s_155","Mazzia_2015_115","Pest and disease management","Spiders","Phenological","Functional"
"853","s_155","Mazzia_2015_116","Pest and disease management","Spiders","Morphological","Functional"
"854","s_155","Mazzia_2015_117","Pest and disease management","Spiders","Morphological","Functional"
"855","s_155","Mazzia_2015_118","Pest and disease management","Spiders","Morphological","Functional"
"856","s_155","Mazzia_2015_119","Pest and disease management","Spiders","Morphological","Functional"
"857","s_155","Mazzia_2015_120","Pest and disease management","Spiders","Morphological","Functional"
"858","s_155","Mazzia_2015_121","Pest and disease management","Spiders","Morphological","Functional"
"859","s_155","Mazzia_2015_122","Pest and disease management","Spiders","Morphological","Functional"
"860","s_155","Mazzia_2015_123","Pest and disease management","Spiders","Morphological","Functional"
"861","s_155","Mazzia_2015_124","Pest and disease management","Spiders","Morphological","Functional"
"862","s_155","Mazzia_2015_125","Pest and disease management","Spiders","Morphological","Functional"
"863","s_155","Mazzia_2015_126","Pest and disease management","Spiders","Morphological","Functional"
"864","s_155","Mazzia_2015_127","Pest and disease management","Spiders","Morphological","Functional"
"865","s_163","Eekeren_2008_4","Crop diversification","Earthworms","Morphological","Functional"
"866","s_163","Eekeren_2008_5","Crop diversification","Earthworms","Morphological","Functional"
"867","s_163","Eekeren_2008_6","Crop diversification","Earthworms","Morphological","Functional"
"868","s_163","Eekeren_2008_7","Crop diversification","Earthworms","Morphological","Functional"
"869","s_163","Eekeren_2008_8","Crop diversification","Earthworms","Morphological","Functional"
"870","s_163","Eekeren_2008_9","Crop diversification","Earthworms","Morphological","Functional"
"871","s_163","Eekeren_2008_13","Crop diversification","Earthworms",NA,"Functional"
"872","s_163","Eekeren_2008_14","Crop diversification","Earthworms",NA,"Functional"
"873","s_163","Eekeren_2008_15","Crop diversification","Earthworms",NA,"Functional"
"874","s_163","Eekeren_2008_16","Crop diversification","Earthworms",NA,"Functional"
"875","s_163","Eekeren_2008_17","Crop diversification","Earthworms",NA,"Functional"
"876","s_163","Eekeren_2008_18","Crop diversification","Earthworms",NA,"Functional"
"877","s_163","Eekeren_2008_19","Crop diversification","Earthworms",NA,"Functional"
"878","s_163","Eekeren_2008_20","Crop diversification","Earthworms",NA,"Functional"
"879","s_163","Eekeren_2008_21","Crop diversification","Earthworms",NA,"Functional"
"880","s_184","Vreeken_1998_1","Landscape complexity","Acari","Morphological","Functional"
"881","s_184","Vreeken_1998_2","Landscape complexity","Acari","Morphological","Functional"
"882","s_184","Vreeken_1998_3","Landscape complexity","Acari","Morphological","Functional"
"883","s_184","Vreeken_1998_4","Landscape complexity","Acari","Morphological","Functional"
"884","s_184","Vreeken_1998_5","Landscape complexity","Acari","Morphological","Functional"
"885","s_184","Vreeken_1998_6","Landscape complexity","Acari","Morphological","Functional"
"886","s_184","Vreeken_1998_7","Landscape complexity","Acari","Morphological","Functional"
"887","s_184","Vreeken_1998_8","Landscape complexity","Acari","Morphological","Functional"
"888","s_184","Vreeken_1998_9","Landscape complexity","Acari","Morphological","Functional"
"889","s_184","Vreeken_1998_10","Landscape complexity","Acari","Morphological","Functional"
"890","s_184","Vreeken_1998_11","Landscape complexity","Acari","Morphological","Functional"
"891","s_184","Vreeken_1998_12","Landscape complexity","Acari","Morphological","Functional"
"892","s_184","Vreeken_1998_13","Landscape complexity","Acari","Morphological","Functional"
"893","s_184","Vreeken_1998_14","Landscape complexity","Acari","Morphological","Functional"
"894","s_184","Vreeken_1998_15","Landscape complexity","Acari","Morphological","Functional"
"895","s_184","Vreeken_1998_16","Landscape complexity","Acari","Morphological","Functional"
"896","s_184","Vreeken_1998_17","Landscape complexity","Acari","Morphological","Functional"
"897","s_184","Vreeken_1998_18","Landscape complexity","Acari","Morphological","Functional"
"898","s_184","Vreeken_1998_19","Landscape complexity","Acari","Morphological","Functional"
"899","s_184","Vreeken_1998_20","Landscape complexity","Acari","Morphological","Functional"
"900","s_184","Vreeken_1998_21","Landscape complexity","Acari","Morphological","Functional"
"901","s_184","Vreeken_1998_22","Landscape complexity","Acari","Morphological","Functional"
"902","s_184","Vreeken_1998_23","Landscape complexity","Acari","Morphological","Functional"
"903","s_184","Vreeken_1998_24","Landscape complexity","Acari","Morphological","Functional"
"904","s_184","Vreeken_1998_25","Landscape complexity","Acari","Morphological","Functional"
"905","s_184","Vreeken_1998_26","Landscape complexity","Acari","Morphological","Functional"
"906","s_184","Vreeken_1998_27","Landscape complexity","Acari","Morphological","Functional"
"907","s_184","Vreeken_1998_28","Landscape complexity","Acari","Morphological","Functional"
"908","s_184","Vreeken_1998_29","Landscape complexity","Acari","Morphological","Functional"
"909","s_184","Vreeken_1998_30","Landscape complexity","Acari","Morphological","Functional"
"910","s_184","Vreeken_1998_31","Landscape complexity","Acari","Morphological","Functional"
"911","s_184","Vreeken_1998_32","Landscape complexity","Acari","Morphological","Functional"
"912","s_184","Vreeken_1998_33","Landscape complexity","Acari","Morphological","Functional"
"913","s_184","Vreeken_1998_34","Landscape complexity","Acari","Morphological","Functional"
"914","s_184","Vreeken_1998_35","Landscape complexity","Acari","Morphological","Functional"
"915","s_184","Vreeken_1998_36","Landscape complexity","Acari","Morphological","Functional"
"916","s_184","Vreeken_1998_37","Landscape complexity","Acari","Morphological","Functional"
"917","s_184","Vreeken_1998_38","Landscape complexity","Acari","Morphological","Functional"
"918","s_184","Vreeken_1998_39","Landscape complexity","Acari","Morphological","Functional"
"919","s_184","Vreeken_1998_40","Landscape complexity","Acari","Morphological","Functional"
"920","s_184","Vreeken_1998_41","Landscape complexity","Acari","Morphological","Functional"
"921","s_184","Vreeken_1998_42","Landscape complexity","Acari","Morphological","Functional"
"922","s_184","Vreeken_1998_43","Landscape complexity","Acari","Morphological","Functional"
"923","s_184","Vreeken_1998_44","Landscape complexity","Acari","Morphological","Functional"
"924","s_184","Vreeken_1998_45","Landscape complexity","Acari","Morphological","Functional"
"925","s_184","Vreeken_1998_46","Landscape complexity","Acari","Morphological","Functional"
"926","s_184","Vreeken_1998_47","Landscape complexity","Acari","Morphological","Functional"
"927","s_184","Vreeken_1998_48","Landscape complexity","Acari","Morphological","Functional"
"928","s_184","Vreeken_1998_49","Landscape complexity","Acari","Morphological","Functional"
"929","s_184","Vreeken_1998_50","Landscape complexity","Acari","Morphological","Functional"
"930","s_184","Vreeken_1998_51","Landscape complexity","Acari","Morphological","Functional"
"931","s_184","Vreeken_1998_52","Landscape complexity","Acari","Morphological","Functional"
"932","s_184","Vreeken_1998_53","Landscape complexity","Acari","Morphological","Functional"
"933","s_184","Vreeken_1998_54","Landscape complexity","Acari","Morphological","Functional"
"934","s_184","Vreeken_1998_55","Landscape complexity","Acari","Morphological","Functional"
"935","s_184","Vreeken_1998_56","Landscape complexity","Acari","Morphological","Functional"
"936","s_184","Vreeken_1998_57","Landscape complexity","Acari","Morphological","Functional"
"937","s_184","Vreeken_1998_58","Landscape complexity","Acari","Morphological","Functional"
"938","s_184","Vreeken_1998_59","Landscape complexity","Acari","Morphological","Functional"
"939","s_184","Vreeken_1998_60","Landscape complexity","Acari","Morphological","Functional"
"940","s_184","Vreeken_1998_61","Landscape complexity","Acari","Morphological","Functional"
"941","s_184","Vreeken_1998_62","Landscape complexity","Acari","Morphological","Functional"
"942","s_184","Vreeken_1998_63","Landscape complexity","Acari","Morphological","Functional"
"943","s_184","Vreeken_1998_64","Landscape complexity","Acari","Morphological","Functional"
"944","s_184","Vreeken_1998_65","Landscape complexity","Acari","Morphological","Functional"
"945","s_184","Vreeken_1998_66","Landscape complexity","Acari","Morphological","Functional"
"946","s_184","Vreeken_1998_67","Landscape complexity","Acari","Morphological","Functional"
"947","s_184","Vreeken_1998_68","Landscape complexity","Acari","Morphological","Functional"
"948","s_184","Vreeken_1998_69","Landscape complexity","Acari","Morphological","Functional"
"949","s_184","Vreeken_1998_70","Landscape complexity","Acari","Morphological","Functional"
"950","s_184","Vreeken_1998_71","Landscape complexity","Acari","Morphological","Functional"
"951","s_184","Vreeken_1998_72","Landscape complexity","Acari","Morphological","Functional"
"952","s_184","Vreeken_1998_73","Landscape complexity","Acari","Morphological","Functional"
"953","s_184","Vreeken_1998_74","Landscape complexity","Acari","Morphological","Functional"
"954","s_184","Vreeken_1998_75","Landscape complexity","Acari","Morphological","Functional"
"955","s_184","Vreeken_1998_76","Landscape complexity","Acari","Morphological","Functional"
"956","s_184","Vreeken_1998_77","Landscape complexity","Acari","Morphological","Functional"
"957","s_184","Vreeken_1998_78","Landscape complexity","Acari","Morphological","Functional"
"958","s_184","Vreeken_1998_79","Landscape complexity","Acari","Morphological","Functional"
"959","s_184","Vreeken_1998_80","Landscape complexity","Acari","Morphological","Functional"
"960","s_184","Vreeken_1998_81","Landscape complexity","Acari","Morphological","Functional"
"961","s_184","Vreeken_1998_82","Landscape complexity","Acari","Morphological","Functional"
"962","s_184","Vreeken_1998_83","Landscape complexity","Acari","Morphological","Functional"
"963","s_184","Vreeken_1998_84","Landscape complexity","Acari","Morphological","Functional"
"964","s_184","Vreeken_1998_85","Landscape complexity","Acari","Morphological","Functional"
"965","s_184","Vreeken_1998_86","Landscape complexity","Acari","Morphological","Functional"
"966","s_184","Vreeken_1998_87","Landscape complexity","Acari","Morphological","Functional"
"967","s_184","Vreeken_1998_88","Landscape complexity","Acari","Morphological","Functional"
"968","s_184","Vreeken_1998_89","Landscape complexity","Acari","Morphological","Functional"
"969","s_184","Vreeken_1998_90","Landscape complexity","Acari","Morphological","Functional"
"970","s_184","Vreeken_1998_91","Landscape complexity","Acari","Morphological","Functional"
"971","s_184","Vreeken_1998_92","Landscape complexity","Acari","Morphological","Functional"
"972","s_184","Vreeken_1998_93","Landscape complexity","Acari","Morphological","Functional"
"973","s_184","Vreeken_1998_94","Landscape complexity","Acari","Morphological","Functional"
"974","s_184","Vreeken_1998_95","Landscape complexity","Acari","Morphological","Functional"
"975","s_184","Vreeken_1998_96","Landscape complexity","Acari","Morphological","Functional"
"976","s_184","Vreeken_1998_97","Landscape complexity","Acari","Morphological","Functional"
"977","s_184","Vreeken_1998_98","Landscape complexity","Acari","Morphological","Functional"
"978","s_184","Vreeken_1998_99","Landscape complexity","Acari","Morphological","Functional"
"979","s_184","Vreeken_1998_100","Landscape complexity","Acari","Morphological","Functional"
"980","s_184","Vreeken_1998_101","Landscape complexity","Acari","Morphological","Functional"
"981","s_184","Vreeken_1998_102","Landscape complexity","Acari","Morphological","Functional"
"982","s_184","Vreeken_1998_103","Landscape complexity","Acari","Morphological","Functional"
"983","s_184","Vreeken_1998_104","Landscape complexity","Acari","Morphological","Functional"
"984","s_184","Vreeken_1998_105","Landscape complexity","Acari","Morphological","Functional"
"985","s_184","Vreeken_1998_106","Landscape complexity","Acari","Morphological","Functional"
"986","s_184","Vreeken_1998_107","Landscape complexity","Acari","Morphological","Functional"
"987","s_184","Vreeken_1998_108","Landscape complexity","Acari","Morphological","Functional"
"988","s_184","Vreeken_1998_109","Landscape complexity","Acari","Morphological","Functional"
"989","s_184","Vreeken_1998_110","Landscape complexity","Acari","Morphological","Functional"
"990","s_184","Vreeken_1998_111","Landscape complexity","Acari","Morphological","Functional"
"991","s_184","Vreeken_1998_112","Landscape complexity","Acari","Morphological","Functional"
"992","s_184","Vreeken_1998_113","Landscape complexity","Acari","Morphological","Functional"
"993","s_184","Vreeken_1998_114","Landscape complexity","Acari","Morphological","Functional"
"994","s_184","Vreeken_1998_115","Landscape complexity","Acari","Morphological","Functional"
"995","s_184","Vreeken_1998_116","Landscape complexity","Acari","Morphological","Functional"
"996","s_184","Vreeken_1998_117","Landscape complexity","Acari","Morphological","Functional"
"997","s_184","Vreeken_1998_118","Landscape complexity","Acari","Morphological","Functional"
"998","s_184","Vreeken_1998_119","Landscape complexity","Acari","Morphological","Functional"
"999","s_184","Vreeken_1998_120","Landscape complexity","Acari","Morphological","Functional"
"1000","s_184","Vreeken_1998_121","Landscape complexity","Acari","Morphological","Functional"
"1001","s_184","Vreeken_1998_122","Landscape complexity","Acari","Morphological","Functional"
"1002","s_184","Vreeken_1998_123","Landscape complexity","Acari","Morphological","Functional"
"1003","s_184","Vreeken_1998_124","Landscape complexity","Acari","Morphological","Functional"
"1004","s_184","Vreeken_1998_125","Landscape complexity","Acari","Morphological","Functional"
"1005","s_184","Vreeken_1998_126","Landscape complexity","Acari","Morphological","Functional"
"1006","s_184","Vreeken_1998_127","Landscape complexity","Acari","Morphological","Functional"
"1007","s_184","Vreeken_1998_128","Landscape complexity","Acari","Morphological","Functional"
"1008","s_184","Vreeken_1998_129","Landscape complexity","Acari","Morphological","Functional"
